Filename,RedRatio
A103_0_end_T2_0.png,36.75263073979592
A103_0_end_T2_1.png,42.735570790816325
A103_0_end_T2_2.png,39.209980867346935
A103_0_end_T2_3.png,45.362324617346935
A103_0_end_T2_4.png,28.07716836734694
A15_0_end_T2_0.png,28.920200892857146
A15_0_end_T2_1.png,20.1171875
A15_0_end_T2_2.png,56.96548150510205
A15_0_end_T2_3.png,21.179448341836736
A15_0_end_T2_4.png,21.23525191326531
A25_0_end_T2_0.png,66.1750637755102
A25_0_end_T2_1.png,37.0914381377551
A25_0_end_T2_2.png,30.612244897959183
A25_0_end_T2_3.png,26.11607142857143
A25_0_end_T2_4.png,28.993941326530614
A26_0_end_T2_0.png,32.23453443877551
A26_0_end_T2_1.png,56.07063137755102
A26_0_end_T2_2.png,46.468431122448976
A26_0_end_T2_3.png,27.836017219387756
A26_0_end_T2_4.png,23.51921237244898
A27_0_end_T2_0.png,27.511160714285715
A27_0_end_T2_1.png,41.43813775510204
A27_0_end_T2_2.png,30.596301020408163
A27_0_end_T2_3.png,33.392458545918366
A27_0_end_T2_4.png,27.38560267857143
A43_0_end_T2_0.png,43.03252551020408
A43_0_end_T2_1.png,25.027901785714285
A43_0_end_T2_2.png,61.617107780612244
A43_0_end_T2_3.png,57.72281568877551
A43_0_end_T2_4.png,39.110331632653065
A44_0_end_T2_0.png,31.084582270408163
A44_0_end_T2_1.png,22.448979591836736
A44_0_end_T2_2.png,26.70200892857143
A44_0_end_T2_3.png,16.555723852040817
A44_0_end_T2_4.png,42.0101243622449
A48_0_end_T2_0.png,43.87356505102041
A48_0_end_T2_1.png,46.32892219387755
A48_0_end_T2_2.png,33.10546875
A48_0_end_T2_3.png,36.214524872448976
A48_0_end_T2_4.png,19.901945153061224
A4_0_end_T2_0.png,16.852678571428573
A4_0_end_T2_1.png,46.5999681122449
A4_0_end_T2_2.png,23.212292729591837
A4_0_end_T2_3.png,16.729113520408163
A4_0_end_T2_4.png,28.003427933673468
A51_0_end_T2_0.png,32.76666135204081
A51_0_end_T2_1.png,39.393335459183675
A51_0_end_T2_2.png,16.834741709183675
A51_0_end_T2_3.png,29.225127551020407
A51_0_end_T2_4.png,44.537228954081634
A53_0_end_T2_0.png,39.49896364795919
A53_0_end_T2_1.png,14.317602040816327
A53_0_end_T2_2.png,67.43263711734694
A53_0_end_T2_3.png,37.17514349489796
A53_0_end_T2_4.png,11.216517857142858
A55_0_end_T2_0.png,33.523995535714285
A55_0_end_T2_1.png,28.03332270408163
A55_0_end_T2_2.png,43.99115114795919
A55_0_end_T2_3.png,50.72743941326531
A55_0_end_T2_4.png,30.26745854591837
A5_0_end_T2_0.png,47.606425382653065
A5_0_end_T2_1.png,20.96420599489796
A5_0_end_T2_2.png,50.286989795918366
A5_0_end_T2_3.png,45.19092793367347
A5_0_end_T2_4.png,23.381696428571427
A63_0_end_T2_0.png,20.358338647959183
A63_0_end_T2_1.png,20.852598852040817
A63_0_end_T2_2.png,27.718431122448976
A63_0_end_T2_3.png,59.881218112244895
A63_0_end_T2_4.png,52.4055325255102
A82_0_end_T2_0.png,52.10857780612245
A82_0_end_T2_1.png,14.417251275510203
A82_0_end_T2_2.png,25.583944515306122
A82_0_end_T2_3.png,27.62874681122449
A82_0_end_T2_4.png,30.400988520408163
A99_0_end_T2_0.png,55.931122448979586
A99_0_end_T2_1.png,62.92251275510205
A99_0_end_T2_2.png,45.414142219387756
A99_0_end_T2_3.png,31.34167729591837
A99_0_end_T2_4.png,16.768973214285715
A9_0_end_T2_0.png,17.673788265306122
A9_0_end_T2_1.png,33.30875318877551
A9_0_end_T2_2.png,48.919802295918366
A9_0_end_T2_3.png,37.904575892857146
A9_0_end_T2_4.png,30.02431441326531
